"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","intervention_recla_detail_4","factor","factor_class","factor_sub_class","factor_context","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"21",7,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Km from the homestead to the nearest feeder road","distance to road","km","continuous","none","correlated random effects probit model","probit","coefficient value",0.00192,0.00192,"robust standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",34,34,7934,7934,"Zambia",NA,"km","Distance to road (km)"
"21",7,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Km from the SEA to the nearest tarred/main road","distance to road","km","continuous","none","correlated random effects probit model","probit","coefficient value",-9.68e-05,-9.68e-05,"robust standard error","0",0,"nd",NA,"nd",NA,"nd",34,34,7934,7934,"Zambia",NA,"km","Distance to road (km)"
"21",8,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (area under diversified farming system)","partial correlation","Km from the homestead to the nearest feeder road","distance to road","km","continuous","none","truncated normal regression","truncated","coefficient value",-0.0275,-0.0275,"robust standard error","2.1999999999999999E-2",0.022,"nd",NA,"nd",NA,"nd",34,34,2861,2861,"Zambia",NA,"km","Distance to road (km)"
"21",8,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (area under diversified farming system)","partial correlation","Km from the SEA to the nearest tarred/main road","distance to road","km","continuous","none","truncated normal regression","truncated","coefficient value",-4.49e-05,-4.49e-05,"robust standard error","2E-3",0.002,"nd",NA,"nd",NA,"nd",34,34,2861,2861,"Zambia",NA,"km","Distance to road (km)"
"21",9,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (percentage of area under diversified farming system)","partial correlation","Km from the homestead to the nearest feeder road","distance to road","km","continuous","none","fractional response probit","probit","coefficient value",0.000416,0.000416,"robust standard error","1E-3",0.001,"nd",NA,"nd",NA,"nd",34,34,7934,7934,"Zambia",NA,"km","Distance to road (km)"
"21",9,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (percentage of area under diversified farming system)","partial correlation","Km from the SEA to the nearest tarred/main road","distance to road","km","continuous","none","fractional response probit","probit","coefficient value",-5.25e-05,-5.25e-05,"robust standard error","0",0,"nd",NA,"nd",NA,"nd",34,34,7934,7934,"Zambia",NA,"km","Distance to road (km)"
"21",10,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Km from the homestead to the nearest paved road","distance to road","km","continuous","none","correlated random effects probit model","probit","coefficient value",-0.00019,-0.00019,"robust standard error","0",0,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"Zambia",NA,"km","Distance to road (km)"
"21",10,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Km from the homestead to the nearest feeder road","distance to road","km","continuous","none","correlated random effects probit model","probit","coefficient value",0.000419,0.000419,"robust standard error","1E-3",0.001,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"Zambia",NA,"km","Distance to road (km)"
"21",11,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (area under diversified farming system)","partial correlation","Km from the homestead to the nearest paved road","distance to road","km","continuous","none","truncated normal regression","truncated","coefficient value",0.0121,0.0121,"robust standard error","6.0000000000000001E-3",0.006,"nd",NA,"0.05",0.05,"nd",30,30,4858,4858,"Zambia",NA,"km","Distance to road (km)"
"21",11,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (area under diversified farming system)","partial correlation","Km from the homestead to the nearest feeder road","distance to road","km","continuous","none","truncated normal regression","truncated","coefficient value",-0.0114,-0.0114,"robust standard error","1.4999999999999999E-2",0.015,"nd",NA,"nd",NA,"nd",30,30,4858,4858,"Zambia",NA,"km","Distance to road (km)"
"21",12,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (percentage of area under diversified farming system)","partial correlation","Km from the homestead to the nearest paved road","distance to road","km","continuous","none","fractional response probit","probit","coefficient value",1.5e-05,1.5e-05,"robust standard error","0",0,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"Zambia",NA,"km","Distance to road (km)"
"21",12,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","intensity (percentage of area under diversified farming system)","partial correlation","Km from the homestead to the nearest feeder road","distance to road","km","continuous","none","fractional response probit","probit","coefficient value",0.000123,0.000123,"robust standard error","0",0,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"Zambia",NA,"km","Distance to road (km)"
"114",1,"Soybean","integrated crop-livestock",NA,NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","distance to the nearest road","distance to road","km","continuous","none","logistic regression","logit","marginal effect",-0.002,-0.002,"standard error","1E-3",0.001,"nd",NA,"nd",NA,"14",14,14,145,145,"Brazil","na","km","Distance to road (km)"
"290",1,"Potato, wheat","agroforestry","alley cropping",NA,"exotic trees",NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Primary road distance","distance to road","minutes","continuous","none","Probit double-hurdle model","probit","coefficient value",0.037,0.037,"robust standard error","1.2999999999999999E-2",0.013,"nd",NA,"0.05",0.05,"nd",24,24,313,313,"Ethiopia",NA,"minutes","Distance to road (minutes)"
"290",1,"Potato, wheat","agroforestry","alley cropping",NA,"exotic trees",NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Secondary road distance","distance to road","minutes","continuous","none","Probit double-hurdle model","probit","coefficient value",0.036,0.036,"robust standard error","2.5999999999999999E-2",0.026,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"minutes","Distance to road (minutes)"
"290",2,"Potato, wheat","agroforestry","alley cropping",NA,"exotic trees",NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Primary road distance","distance to road","minutes","continuous","none","Truncated double-hurdle model","truncated","coefficient value",0.018,0.018,"robust standard error","4.0000000000000001E-3",0.004,"nd",NA,"0.01",0.01,"nd",24,24,313,313,"Ethiopia",NA,"minutes","Distance to road (minutes)"
"290",2,"Potato, wheat","agroforestry","alley cropping",NA,"exotic trees",NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Secondary road distance","distance to road","minutes","continuous","none","Truncated double-hurdle model","truncated","coefficient value",-0.02,-0.02,"robust standard error","1.0999999999999999E-2",0.011,"nd",NA,"nd",NA,"nd",24,24,313,313,"Ethiopia",NA,"minutes","Distance to road (minutes)"
"348",3,"nd","land with temporary fallow","natural fallow",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Motorable road","distance to road","1= if access to motor road is > 1 kilometer distance, 0= otherwise","categorical (binary)","none","linear probability model (LPM)","other","coefficient value",0,0,"standard error","0.02",0.02,"nd",NA,"nd",NA,"nd",19,19,3843,3843,"Nepal","na","1= if access to motor road is > 1 kilometer distance, 0= otherwise","Distance to road (1= if access to motor road is > 1 kilometer distance, 0= otherwise)"
"348",4,"nd","land with temporary fallow","natural fallow",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Motorable road","distance to road","1= if access to motor road is > 1 kilometer distance, 0= otherwise","categorical (binary)","none","logit marginal model","logit","marginal effect",0,0,"standard error","0.02",0.02,"nd",NA,NA,NA,"nd",19,19,3783,3783,"Nepal","na","1= if access to motor road is > 1 kilometer distance, 0= otherwise","Distance to road (1= if access to motor road is > 1 kilometer distance, 0= otherwise)"
"348",5,"nd","land with temporary fallow","natural fallow",NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","Motorable road","distance to road","1= if access to motor road is > 1 kilometer distance, 0= otherwise","categorical (binary)","none","instrumental variable IV model","instrumental_variable","coefficient value",0,0,"standard error","0.02",0.02,"nd",NA,"nd",NA,"nd",19,19,3843,3843,"Nepal","na","1= if access to motor road is > 1 kilometer distance, 0= otherwise","Distance to road (1= if access to motor road is > 1 kilometer distance, 0= otherwise)"
"387",1,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","species richness","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"387",2,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","shannon index","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"387",3,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","evenness","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient value",-0.18,-0.18,"p value","0.05",0.05,"nd",NA,"0.05",0.05,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"388",1,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","species richness","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient value",0.27,0.27,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"388",2,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","abundance","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient value",0.19,0.19,"p value","0.05",0.05,"nd",NA,"0.05",0.05,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"388",3,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","abundance","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient value",0.22,0.22,"p value","0.01",0.01,"nd",NA,"0.01",0.01,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"388",4,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","shannon index","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient value",0.22,0.22,"p value","1E-3",0.001,"nd",NA,"1E-3",0.001,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"388",5,"coffee","agroforestry","homegarden",NA,"trees, annual and perennial crops",NA,"Distance to road","economic","physical capital","Context characteristics","evenness","partial correlation","distance to road","distance to road","km","continuous","none","stepwise multiple linear regression analysis","other","coefficient sign",NA,NA,"nd","nd",NA,"nd",NA,"nd",NA,"nd",8,8,144,144,"Ethiopia","nd","km","Distance to road (km)"
"568",1,"Maize","intercropping","pull-push",NA,"crop and fodder crop",NA,"Distance to road","economic","physical capital","Context characteristics","intensity (area under diversified farming system)","partial correlation","Distance to main road","distance to road","km","continuous","none","Generalized Propensity score","other","marginal effect",0.003,0.003,"standard error","6.0000000000000001E-3",0.006,"nd",NA,"nd",NA,"nd",18,18,560,560,"Uganda",NA,"km","Distance to road (km)"
"607",1,"Maize","crop rotation",NA,NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","distance from maize plot to All-weather road","distance to road","miles","continuous","none","Logit regressions model","logit","coefficient value",-0.097,-0.15610598,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda",NA,"km","Distance to road (km)"
"607",1,"Maize","crop rotation",NA,NA,NA,NA,"Distance to road","economic","physical capital","Context characteristics","diversity adoption (1=yes, 0=no)","partial correlation","distance from maize plot to Seasonal road","distance to road","miles","continuous","none","Logit regressions model","logit","coefficient value",-0.045,-0.0724203,"p value","nd",NA,"nd",NA,"nd",NA,"nd",36,36,692,692,"Uganda",NA,"km","Distance to road (km)"
