"id","model_id","main_crop","intervention_recla","intervention_recla_detail_1","intervention_recla_detail_2","intervention_recla_detail_3","factor","factor_class","factor_sub_class","factor_context","y_metric_recla","effect_size_type","x_metric_raw","x_metric_recla","x_metric_unit","x_data_type","x_transformation","model_analysis_raw","model_method","coefficient_type","coefficient","coefficient_num","variance_metric","variance_value","variance_value_num","z_t_value","z_t_value_num","p_value","p_value_num","df_original","n_predictors","n_predictors_num","n_samples","n_samples_num","country","limitation","x_metric_unit_recla","factor_metric_unit"
"21",1,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","linear household ﬁxed effects (FE) model","fixed_effects","coefficient value",-0.0052,0.0052,"robust standard error","3.5000000000000003E-2",0.035,"nd",NA,"nd",NA,"nd",31,31,7934,7934,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",2,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","intensity (area under diversified farming system)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","linear household ﬁxed effects (FE) model","fixed_effects","coefficient value",0.044,-0.044,"robust standard error","5.6000000000000001E-2",0.056,"nd",NA,"nd",NA,"nd",31,31,7934,7934,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",3,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","intensity (percentage of area under diversified farming system)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","linear household ﬁxed effects (FE) model","fixed_effects","coefficient value",0.00905,-0.00905,"robust standard error","1.6E-2",0.016,"nd",NA,"nd",NA,"nd",31,31,7934,7934,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",4,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","linear household ﬁxed effects (FE) model","fixed_effects","coefficient value",0.0201,-0.0201,"robust standard error","4.2999999999999997E-2",0.043,"nd",NA,"nd",NA,"nd",31,31,14100,14100,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",5,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","intensity (area under diversified farming system)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","linear household ﬁxed effects (FE) model","fixed_effects","coefficient value",0.176,-0.176,"robust standard error","7.0999999999999994E-2",0.071,"nd",NA,"0.05",0.05,"nd",31,31,14100,14100,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",6,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","intensity (percentage of area under diversified farming system)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","linear household ﬁxed effects (FE) model","fixed_effects","coefficient value",0.0107,-0.0107,"robust standard error","2.1999999999999999E-2",0.022,"nd",NA,"nd",NA,"nd",31,31,14100,14100,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",7,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","correlated random effects probit model","probit","coefficient value",0.00102,-0.00102,"robust standard error","3.5999999999999997E-2",0.036,"nd",NA,"nd",NA,"nd",34,34,7934,7934,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",8,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","intensity (area under diversified farming system)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","truncated normal regression","truncated","coefficient value",0.0849,-0.0849,"robust standard error","0.311",0.311,"nd",NA,"nd",NA,"nd",34,34,2861,2861,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",9,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","intensity (percentage of area under diversified farming system)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","fractional response probit","probit","coefficient value",0.0105,-0.0105,"robust standard error","1.7000000000000001E-2",0.017,"nd",NA,"nd",NA,"nd",34,34,7934,7934,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
"21",10,"Maize","land with temporary fallow","general fallow (natural or improved)",NA,NA,"hh gender","social","socio-demographic","farmer","diversity adoption (1=yes, 0=no)","partial correlation","Female-headed HH (=1)","hh gender","1= female, 0= male","categorical (binary)","none","correlated random effects probit model","probit","coefficient value",0.0216,-0.0216,"robust standard error","4.2000000000000003E-2",0.042,"nd",NA,"nd",NA,"nd",30,30,14100,14100,"Zambia",NA,"1= male, 0= female","hh gender (1= male, 0= female)"
